sample,sample_size,pct_fragments_clade,n_fragments_clade,n_fragments_taxon,n_minimisers,n_distinct_minimisers,rank,n_taxa_in_rank,ncbi_id,taxon,domain,kingdom,phylum,class,order,family,genus,species,db_n_minimisers_taxon,db_n_minimisers_clade
PD54150a,1325761,0,1,0,1104,173,F,51,81852,Enterococcaceae,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,NA,NA,7642,4602835
PD54150a,1325761,0,1,0,977,134,G,65,1350,Enterococcus,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,NA,650946,3386884
PD54150a,1325761,0,1,1,566,34,S,122,33945,Enterococcus avium,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus_avium,266114,266114
PD54150a,1325761,0.12,1632,48,59309,24437,O,35,1385,Bacillales,Bacteria,NA,Bacillota,Bacilli,Bacillales,NA,NA,NA,175250,81051834
PD54150a,1325761,0.12,1579,292,54681,23148,G,65,1378,Gemella,Bacteria,NA,Bacillota,Bacilli,Bacillales,NA,Gemella,NA,5004,303032
PD54150a,1325761,0.1,1281,1281,48734,20718,S,122,29391,Gemella morbillorum,Bacteria,NA,Bacillota,Bacilli,Bacillales,NA,Gemella,Gemella_morbillorum,60763,60763
PD54150a,1325761,0,5,5,871,537,S,122,1379,Gemella haemolysans,Bacteria,NA,Bacillota,Bacilli,Bacillales,NA,Gemella,Gemella_haemolysans,104903,104903
PD54150a,1325761,0,3,0,873,316,F,51,90964,Staphylococcaceae,Bacteria,NA,Bacillota,Bacilli,Bacillales,Staphylococcaceae,NA,NA,37089,7916442
PD54150a,1325761,0,3,1,645,259,G,65,1279,Staphylococcus,Bacteria,NA,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,NA,866334,5953342
PD54150a,1325761,0,1,1,44,44,S,122,1282,Staphylococcus epidermidis,Bacteria,NA,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_epidermidis,255776,256867
PD54150a,1325761,0,1,1,13,13,S,122,29385,Staphylococcus saprophyticus,Bacteria,NA,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_saprophyticus,117211,117590
PD54150a,1325761,0,2,1,493,142,F,51,186822,Paenibacillaceae,Bacteria,NA,Bacillota,Bacilli,Bacillales,Paenibacillaceae,NA,NA,35108,25817898
PD54150a,1325761,0,1,1,77,35,G,65,55080,Brevibacillus,Bacteria,NA,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,NA,512400,2986922
PD54150a,1325761,0.05,697,4,20459,17619,C,22,909932,Negativicutes,Bacteria,NA,Bacillota,Negativicutes,NA,NA,NA,NA,1203,3033026
PD54150a,1325761,0.03,461,0,12838,10906,O,35,1843489,Veillonellales,Bacteria,NA,Bacillota,Negativicutes,Veillonellales,NA,NA,NA,0,1060505
PD54150a,1325761,0.03,461,0,12838,10906,F,51,31977,Veillonellaceae,Bacteria,NA,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,NA,NA,218,1060505
PD54150a,1325761,0.03,461,190,12227,10751,G,65,29465,Veillonella,Bacteria,NA,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,NA,67496,487472
PD54150a,1325761,0.02,218,215,6831,6026,S,122,29466,Veillonella parvula,Bacteria,NA,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella_parvula,116480,135678
PD54150a,1325761,0,48,48,2168,1961,S,122,39777,Veillonella atypica,Bacteria,NA,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella_atypica,59745,59745
PD54150a,1325761,0,3,3,197,182,S,122,39778,Veillonella dispar,Bacteria,NA,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella_dispar,37066,37066
PD54150a,1325761,0,2,2,83,76,S,122,2682455,Veillonella sp. S12025-13,Bacteria,NA,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella_sp._S12025-13,24437,24437
PD54150a,1325761,0.02,232,0,7505,6679,O,35,909929,Selenomonadales,Bacteria,NA,Bacillota,Negativicutes,Selenomonadales,NA,NA,NA,80,1553260
PD54150a,1325761,0.02,232,0,7486,6671,F,51,1843491,Selenomonadaceae,Bacteria,NA,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,NA,NA,61,904247
PD54150a,1325761,0.02,232,77,7463,6657,G,65,970,Selenomonas,Bacteria,NA,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,NA,15113,634692
PD54150a,1325761,0.01,99,99,3270,2932,S,122,712528,Selenomonas sp. oral taxon 126,Bacteria,NA,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas_sp._oral_taxon_126,78207,78207
PD54150a,1325761,0,6,6,538,473,S,122,1884263,Selenomonas sp. oral taxon 920,Bacteria,NA,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas_sp._oral_taxon_920,69918,69918
PD54150a,1325761,0,4,4,187,184,S,122,713030,Selenomonas sp. oral taxon 136,Bacteria,NA,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas_sp._oral_taxon_136,41521,41521
PD54150a,1325761,0,29,27,1490,1339,S,122,69823,Selenomonas sputigena,Bacteria,NA,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas_sputigena,139435,177885
PD54150a,1325761,0.01,124,28,23198,2981,C,22,186801,Clostridia,Bacteria,NA,Bacillota,Clostridia,NA,NA,NA,NA,12676,36735323
PD54150a,1325761,0.01,96,23,22043,2880,O,35,186802,Eubacteriales,Bacteria,NA,Bacillota,Clostridia,Eubacteriales,NA,NA,NA,133037,32993672
PD54150a,1325761,0,54,0,2200,936,F,51,543314,Eubacteriales Family XIII. Incertae Sedis,Bacteria,NA,Bacillota,Clostridia,Eubacteriales,Eubacteriales_Family_XIII._Incertae_Sedis,NA,NA,107,580141
PD54150a,1325761,0,54,8,2128,927,G,65,86331,Mogibacterium,Bacteria,NA,Bacillota,Clostridia,Eubacteriales,Eubacteriales_Family_XIII._Incertae_Sedis,Mogibacterium,NA,3552,136715
PD54150a,1325761,0,46,46,1889,843,S,122,114527,Mogibacterium diversum,Bacteria,NA,Bacillota,Clostridia,Eubacteriales,Eubacteriales_Family_XIII._Incertae_Sedis,Mogibacterium,Mogibacterium_diversum,80124,80124
PD54150a,1325761,0,7,5,10218,442,F,51,186804,Peptostreptococcaceae,Bacteria,NA,Bacillota,Clostridia,Eubacteriales,Peptostreptococcaceae,NA,NA,5055,1637944
PD54150a,1325761,0,2,0,5195,143,G,65,1257,Peptostreptococcus,Bacteria,NA,Bacillota,Clostridia,Eubacteriales,Peptostreptococcaceae,Peptostreptococcus,NA,0,55598
PD54150a,1325761,0,2,2,5195,143,S,122,3003601,Peptostreptococcus sp. CBA3647,Bacteria,NA,Bacillota,Clostridia,Eubacteriales,Peptostreptococcaceae,Peptostreptococcus,Peptostreptococcus_sp._CBA3647,55598,55598
PD54150a,1325761,0,5,0,1132,130,F,51,216572,Oscillospiraceae,Bacteria,NA,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,NA,NA,30763,4518007
PD54150a,1325761,0,5,0,630,42,G,65,216851,Faecalibacterium,Bacteria,NA,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,NA,278214,928845
PD54150a,1325761,0,5,5,544,27,S,122,2929490,Faecalibacterium sp. I2-3-92,Bacteria,NA,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium_sp._I2-3-92,17551,17551
PD54150a,1325761,0,3,2,1778,506,F,51,186803,Lachnospiraceae,Bacteria,NA,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,NA,NA,187674,8029561
PD54150a,1325761,0,1,0,422,198,G,65,1164882,Lachnoanaerobaculum,Bacteria,NA,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoanaerobaculum,NA,0,85054
PD54150a,1325761,0,1,1,422,198,S,122,617123,Lachnoanaerobaculum umeaense,Bacteria,NA,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoanaerobaculum,Lachnoanaerobaculum_umeaense,85054,85054
PD54150a,1325761,0,8,0,6637,740,C,22,526524,Erysipelotrichia,Bacteria,NA,Bacillota,Erysipelotrichia,NA,NA,NA,NA,0,2151294
PD54150a,1325761,0,8,0,6637,740,O,35,526525,Erysipelotrichales,Bacteria,NA,Bacillota,Erysipelotrichia,Erysipelotrichales,NA,NA,NA,1403,2151294
PD54150a,1325761,0,8,0,6239,695,F,51,128827,Erysipelotrichaceae,Bacteria,NA,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,NA,NA,685,1307485
PD54150a,1325761,0,8,0,5700,626,G,65,118747,Bulleidia,Bacteria,NA,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Bulleidia,NA,0,47110
PD54150a,1325761,0,8,8,5700,626,S,122,2806552,Bulleidia sp. zg-1006,Bacteria,NA,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Bulleidia,Bulleidia_sp._zg-1006,47110,47110
PD54150a,1325761,0.13,1770,13,63348,38471,P,14,201174,Actinomycetota,Bacteria,NA,Actinomycetota,NA,NA,NA,NA,NA,91054,225281742
PD54150a,1325761,0.13,1746,164,61388,37131,C,22,1760,Actinomycetes,Bacteria,NA,Actinomycetota,Actinomycetes,NA,NA,NA,NA,2124736,219009220
PD54150a,1325761,0.08,1067,0,36859,23379,O,35,2037,Actinomycetales,Bacteria,NA,Actinomycetota,Actinomycetes,Actinomycetales,NA,NA,NA,0,4723219
PD54150a,1325761,0.08,1067,99,36859,23379,F,51,2049,Actinomycetaceae,Bacteria,NA,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,NA,NA,8149,4723219
PD54150a,1325761,0.06,851,33,28047,19116,G,65,2529408,Schaalia,Bacteria,NA,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Schaalia,NA,3789,714503
PD54150a,1325761,0.06,782,782,16873,12653,S,122,131111,Schaalia turicensis,Bacteria,NA,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Schaalia,Schaalia_turicensis,59565,59565
PD54150a,1325761,0,36,36,8496,5445,S,122,1660,Schaalia odontolytica,Bacteria,NA,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Schaalia,Schaalia_odontolytica,196681,196681
PD54150a,1325761,0.01,106,0,2988,2657,G,65,2767327,Fannyhessea,Bacteria,NA,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Fannyhessea,NA,0,46999
PD54150a,1325761,0.01,106,106,2988,2657,S,122,82135,Fannyhessea vaginae,Bacteria,NA,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Fannyhessea,Fannyhessea_vaginae,46999,46999
PD54150a,1325761,0,11,4,2292,745,G,65,1654,Actinomyces,Bacteria,NA,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,NA,198753,2369273
PD54150a,1325761,0,7,7,1402,510,S,122,1852377,Actinomyces pacaensis,Bacteria,NA,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces_pacaensis,61569,61569
PD54150a,1325761,0.04,469,0,10985,9342,O,35,85004,Bifidobacteriales,Bacteria,NA,Actinomycetota,Actinomycetes,Bifidobacteriales,NA,NA,NA,0,2954632
PD54150a,1325761,0.04,469,4,10985,9342,F,51,31953,Bifidobacteriaceae,Bacteria,NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,NA,NA,1335,2954632
PD54150a,1325761,0.03,348,297,8622,7327,G,65,1678,Bifidobacterium,Bacteria,NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,NA,503235,2587361
PD54150a,1325761,0,50,47,3140,2751,S,122,216816,Bifidobacterium longum,Bacteria,NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium_longum,184924,283359
PD54150a,1325761,0,1,1,203,175,S,122,1685,Bifidobacterium breve,Bacteria,NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium_breve,159105,168886
PD54150a,1325761,0.01,117,112,2335,1991,G,65,2701,Gardnerella,Bacteria,NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,NA,75394,246595
PD54150a,1325761,0,3,2,383,256,S,122,2702,Gardnerella vaginalis,Bacteria,NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Gardnerella_vaginalis,111845,120825
PD54150a,1325761,0,1,1,70,45,S,122,2792978,Gardnerella leopoldii,Bacteria,NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Gardnerella_leopoldii,21755,21755
PD54150a,1325761,0,1,1,164,105,S,122,2792979,Gardnerella swidsinskii,Bacteria,NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Gardnerella_swidsinskii,5623,5623
PD54150a,1325761,0,34,0,1067,661,O,35,85009,Propionibacteriales,Bacteria,NA,Actinomycetota,Actinomycetes,Propionibacteriales,NA,NA,NA,15639,12116986
PD54150a,1325761,0,34,1,877,606,F,51,31957,Propionibacteriaceae,Bacteria,NA,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,NA,NA,13285,3722028
PD54150a,1325761,0,33,5,653,551,G,65,1912216,Cutibacterium,Bacteria,NA,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Cutibacterium,NA,23124,552859
PD54150a,1325761,0,27,27,502,455,S,122,1747,Cutibacterium acnes,Bacteria,NA,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium_acnes,129840,138230
PD54150a,1325761,0,1,1,66,37,S,122,33011,Cutibacterium granulosum,Bacteria,NA,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium_granulosum,65611,65611
PD54150a,1325761,0,10,1,2653,840,O,35,85006,Micrococcales,Bacteria,NA,Actinomycetota,Actinomycetes,Micrococcales,NA,NA,NA,227574,46216650
PD54150a,1325761,0,5,1,780,330,F,51,85023,Microbacteriaceae,Bacteria,NA,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,NA,NA,201366,19125789
PD54150a,1325761,0,3,2,133,106,G,65,33886,Rathayibacter,Bacteria,NA,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Rathayibacter,NA,81627,1056264
PD54150a,1325761,0,1,1,59,49,S,122,110937,Rathayibacter festucae,Bacteria,NA,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Rathayibacter,Rathayibacter_festucae,76167,113522
PD54150a,1325761,0,1,0,20,14,G,65,2034,Curtobacterium,Bacteria,NA,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Curtobacterium,NA,130583,1361848
PD54150a,1325761,0,1,1,8,8,S,122,2035,Curtobacterium flaccumfaciens,Bacteria,NA,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Curtobacterium,Curtobacterium_flaccumfaciens,101075,306356
PD54150a,1325761,0,4,0,933,280,F,51,1268,Micrococcaceae,Bacteria,NA,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,NA,NA,224528,13891852
PD54150a,1325761,0,4,1,119,73,G,65,57493,Kocuria,Bacteria,NA,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Kocuria,NA,139223,889994
PD54150a,1325761,0,2,2,47,47,S,122,72000,Kocuria rhizophila,Bacteria,NA,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Kocuria,Kocuria_rhizophila,106207,106255
PD54150a,1325761,0,1,1,19,9,S,122,71999,Kocuria palustris,Bacteria,NA,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Kocuria,Kocuria_palustris,83794,83794
PD54150a,1325761,0,2,0,1494,471,O,35,85007,Mycobacteriales,Bacteria,NA,Actinomycetota,Actinomycetes,Mycobacteriales,NA,NA,NA,230521,53073014
PD54150a,1325761,0,2,0,685,247,F,51,1653,Corynebacteriaceae,Bacteria,NA,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,NA,NA,0,9805876
PD54150a,1325761,0,2,2,685,247,G,65,1716,Corynebacterium,Bacteria,NA,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,NA,695265,9805876
PD54150a,1325761,0,11,0,1461,1165,C,22,84998,Coriobacteriia,Bacteria,NA,Actinomycetota,Coriobacteriia,NA,NA,NA,NA,3747,2626939
PD54150a,1325761,0,8,0,1308,1070,O,35,84999,Coriobacteriales,Bacteria,NA,Actinomycetota,Coriobacteriia,Coriobacteriales,NA,NA,NA,2073,1130815
PD54150a,1325761,0,8,0,1260,1055,F,51,1643824,Atopobiaceae,Bacteria,NA,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,NA,NA,2817,692812
PD54150a,1325761,0,8,0,1168,992,G,65,2767353,Lancefieldella,Bacteria,NA,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Lancefieldella,NA,0,51006
PD54150a,1325761,0,8,0,1168,992,S,122,1382,Lancefieldella parvula,Bacteria,NA,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Lancefieldella,Lancefieldella_parvula,0,51006
PD54150a,1325761,0,3,0,149,92,O,35,1643822,Eggerthellales,Bacteria,NA,Actinomycetota,Coriobacteriia,Eggerthellales,NA,NA,NA,0,1492377
PD54150a,1325761,0,3,0,149,92,F,51,1643826,Eggerthellaceae,Bacteria,NA,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,NA,NA,27519,1492377
PD54150a,1325761,0,3,0,80,71,G,65,2815775,Berryella,Bacteria,NA,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Berryella,NA,299,117690
PD54150a,1325761,0,3,3,80,71,S,122,1531429,Berryella intestinalis,Bacteria,NA,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Berryella,Berryella_intestinalis,61109,61109
PD54150a,1325761,0,1,0,89,45,P,14,1297,Deinococcota,Bacteria,NA,Deinococcota,NA,NA,NA,NA,NA,0,4338690
PD54150a,1325761,0,1,0,89,45,C,22,188787,Deinococci,Bacteria,NA,Deinococcota,Deinococci,NA,NA,NA,NA,1390,4338690
PD54150a,1325761,0,1,0,65,37,O,35,118964,Deinococcales,Bacteria,NA,Deinococcota,Deinococci,Deinococcales,NA,NA,NA,0,3026185
PD54150a,1325761,0,1,0,65,37,F,51,183710,Deinococcaceae,Bacteria,NA,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,NA,NA,0,3026185
PD54150a,1325761,0,1,0,65,37,G,65,1298,Deinococcus,Bacteria,NA,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,NA,98202,3026185
PD54150a,1325761,0,1,0,26,26,S,122,68909,Deinococcus geothermalis,Bacteria,NA,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus_geothermalis,58,96466
PD54150a,1325761,2.01,26649,240,572262,201849,P,14,976,Bacteroidota,Bacteria,NA,Bacteroidota,NA,NA,NA,NA,NA,145977,101476112
PD54150a,1325761,1.92,25495,3,541723,177654,C,22,200643,Bacteroidia,Bacteria,NA,Bacteroidota,Bacteroidia,NA,NA,NA,NA,1251,16685815
PD54150a,1325761,1.92,25492,946,541535,177654,O,35,171549,Bacteroidales,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,NA,NA,NA,214337,15702740
PD54150a,1325761,1.82,24150,348,499754,162247,F,51,171552,Prevotellaceae,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,NA,NA,10766,3974501
PD54150a,1325761,1.8,23801,9745,494634,161104,G,65,838,Prevotella,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA,177182,3569112
PD54150a,1325761,0.71,9394,9379,203646,55564,S,122,28133,Prevotella nigrescens,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_nigrescens,103482,116528
PD54150a,1325761,0.3,3988,3988,131923,48912,S,122,28132,Prevotella melaninogenica,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_melaninogenica,487103,487126
PD54150a,1325761,0.02,311,311,9187,8012,S,122,470565,Prevotella histicola,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_histicola,87509,87509
PD54150a,1325761,0.01,184,184,8319,4483,S,122,1177574,Prevotella jejuni,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_jejuni,172242,172242
PD54150a,1325761,0.01,118,118,8621,2492,S,122,28131,Prevotella intermedia,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_intermedia,264994,279686
PD54150a,1325761,0,33,33,2603,2231,S,122,28137,Prevotella veroralis,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_veroralis,80981,80981
PD54150a,1325761,0,17,0,1273,463,S,122,589437,Prevotella scopos,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_scopos,0,68282
PD54150a,1325761,0,6,6,312,117,S,122,28128,Prevotella corporis,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_corporis,81524,81524
PD54150a,1325761,0,3,3,228,84,S,122,712471,Prevotella sp. oral taxon 475,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_sp._oral_taxon_475,79419,79419
PD54150a,1325761,0,1,1,599,174,S,122,28129,Prevotella denticola,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_denticola,148514,148552
PD54150a,1325761,0,1,1,286,171,S,122,28135,Prevotella oris,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_oris,93731,93731
PD54150a,1325761,0,1,0,236,119,G,65,2974257,Hoylesella,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Hoylesella,NA,79,180207
PD54150a,1325761,0,1,1,169,83,S,122,76123,Hoylesella enoeca,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Hoylesella,Hoylesella_enoeca,82872,82872
PD54150a,1325761,0.03,350,0,13169,10054,F,51,2005525,Tannerellaceae,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,NA,NA,126,1522902
PD54150a,1325761,0.03,350,0,12902,10010,G,65,195950,Tannerella,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,NA,55,228385
PD54150a,1325761,0.02,310,310,12074,9624,S,122,712710,Tannerella serpentiformis,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,Tannerella_serpentiformis,92575,92575
PD54150a,1325761,0,40,12,820,377,S,122,28112,Tannerella forsythia,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,Tannerella_forsythia,96699,135755
PD54150a,1325761,0,46,0,12453,1576,F,51,171551,Porphyromonadaceae,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA,NA,0,635869
PD54150a,1325761,0,46,13,12453,1576,G,65,836,Porphyromonas,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,NA,2091,635869
PD54150a,1325761,0,16,16,9393,677,S,122,712435,Porphyromonas sp. oral taxon 275,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas_sp._oral_taxon_275,70258,70258
PD54150a,1325761,0,15,15,615,544,S,122,28124,Porphyromonas endodontalis,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas_endodontalis,65741,65741
PD54150a,1325761,0,2,2,1269,248,S,122,837,Porphyromonas gingivalis,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas_gingivalis,194564,202181
PD54150a,1325761,0.07,914,0,25277,20265,C,22,117743,Flavobacteriia,Bacteria,NA,Bacteroidota,Flavobacteriia,NA,NA,NA,NA,0,44615233
PD54150a,1325761,0.07,914,9,25277,20265,O,35,200644,Flavobacteriales,Bacteria,NA,Bacteroidota,Flavobacteriia,Flavobacteriales,NA,NA,NA,60780,44615233
PD54150a,1325761,0.07,905,23,24439,19908,F,51,49546,Flavobacteriaceae,Bacteria,NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NA,NA,358016,32194846
PD54150a,1325761,0.07,882,580,22562,19142,G,65,1016,Capnocytophaga,Bacteria,NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,NA,214826,1240721
PD54150a,1325761,0.02,282,282,10724,8952,S,122,1019,Capnocytophaga sputigena,Bacteria,NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga_sputigena,136681,136681
PD54150a,1325761,0,7,7,291,261,S,122,1017,Capnocytophaga gingivalis,Bacteria,NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga_gingivalis,82992,82992
PD54150a,1325761,0,6,6,855,765,S,122,327575,Capnocytophaga leadbetteri,Bacteria,NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga_leadbetteri,41162,41162
PD54150a,1325761,0,4,4,892,809,S,122,2545799,Capnocytophaga sp. FDAARGOS_737,NA,NA,NA,NA,NA,NA,NA,NA,44370,44370
PD54150a,1325761,0,2,2,186,174,S,122,1316596,Capnocytophaga sp. oral taxon 878,Bacteria,NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga_sp._oral_taxon_878,80534,80534
PD54150a,1325761,0,1,1,669,569,S,122,2708117,Capnocytophaga endodontalis,Bacteria,NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga_endodontalis,59566,59566
PD54150a,1325761,1.22,16192,344,415795,54003,P,14,1224,Pseudomonadota,Bacteria,NA,Pseudomonadota,NA,NA,NA,NA,NA,1727400,510239650
PD54150a,1325761,1.19,15717,1305,404560,48477,C,22,1236,Gammaproteobacteria,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA,1107460,265363090
PD54150a,1325761,1.08,14350,0,385445,44294,O,35,135625,Pasteurellales,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pasteurellales,NA,NA,NA,0,4798812
