sample,sample_size,pct_fragments_clade,n_fragments_clade,n_fragments_taxon,n_minimisers,n_distinct_minimisers,rank,n_taxa_in_rank,ncbi_id,taxon,domain,kingdom,phylum,class,order,family,genus,species,db_n_minimisers_taxon,db_n_minimisers_clade,ratio_taxon,ratio_clade,pvalue,padj,significance
PD54149a,379265,0,13,13,2412,2132,S,148,204,Campylobacter showae,Bacteria,NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_showae,104939,104939,0.02031656486149096,0.02031656486149096,0,0,Significant
PD54149a,379265,0,10,10,937,857,S,148,824,Campylobacter gracilis,Bacteria,NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_gracilis,70951,70951,0.012078758579864977,0.012078758579864977,0,0,Significant
PD54149a,379265,0.08,316,62,10848,9272,F,45,712,Pasteurellaceae,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,NA,NA,101972,4798812,0.09092692111560036,0.001932144872522616,0,0,Significant
PD54149a,379265,0.06,227,212,8930,7618,G,66,416916,Aggregatibacter,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,NA,46245,434334,0.16473132230511406,0.01753949725326592,0,0,Significant
PD54149a,379265,0,4,4,1195,984,S,148,2866570,Aggregatibacter sp. Marseille-P9115,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,Aggregatibacter_sp._Marseille-P9115,27446,27446,0.03585221890257232,0.03585221890257232,0,0,Significant
PD54149a,379265,0,1,1,594,517,S,148,712150,Aggregatibacter sp. oral taxon 513,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,Aggregatibacter_sp._oral_taxon_513,24541,24541,0.0210667861945316,0.0210667861945316,0,0,Significant
PD54149a,379265,0,1,1,344,295,S,148,2820817,Aggregatibacter sp. 2125159857,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,Aggregatibacter_sp._2125159857,40992,40992,0.007196526151444184,0.007196526151444184,0,0,Significant
PD54149a,379265,0.01,27,16,967,874,G,66,724,Haemophilus,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,NA,120235,1041355,0.00726909801638458,8.392911159018779e-4,0,0,Significant
PD54149a,379265,0,11,11,289,239,S,148,729,Haemophilus parainfluenzae,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus_parainfluenzae,358506,373768,6.666555092522859e-4,6.394340874553199e-4,0,0,Significant
PD54149a,379265,0,4,4,233,204,F,45,543,Enterobacteriaceae,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,NA,NA,2515379,30595307,8.110109848257459e-5,6.667689263585425e-6,0.985813652909883,1,Non-significant
PD54149a,379265,0,2,0,156,144,F,45,468,Moraxellaceae,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,NA,NA,11531,13033274,0.012488075622235712,1.1048643648556764e-5,1.1006711615561905e-5,4.953020227002858e-4,Significant
PD54149a,379265,0,2,2,120,113,G,66,469,Acinetobacter,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,NA,2048343,10289327,5.516654193169796e-5,1.0982253747013775e-5,1.1043698520496699e-4,0.007288841023527821,Significant
PD54149a,379265,0,1,0,234,199,F,45,135621,Pseudomonadaceae,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA,NA,348277,61408160,5.713842717147558e-4,3.240611671152498e-6,1,1,Non-significant
PD54149a,379265,0,1,1,210,177,G,66,286,Pseudomonas,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA,13696838,57049070,1.2922690623923566e-5,3.1025922070245842e-6,1,1,Non-significant
PD54149a,379265,0,1,0,79,67,F,45,32033,Xanthomonadaceae,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,NA,NA,225235,16481792,2.974670899282971e-4,4.065091951166475e-6,0.999999966551161,1,Non-significant
PD54149a,379265,0,1,0,34,32,G,66,338,Xanthomonas,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,NA,1136227,5649341,2.8163386365576598e-5,5.66437749110914e-6,0.9638443037258948,1,Non-significant
PD54149a,379265,0,1,1,17,17,S,148,339,Xanthomonas campestris,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas_campestris,306582,687940,5.545009165573974e-5,2.4711457394540223e-5,2.3318224723697533e-7,3.451097259107235e-5,Significant
PD54149a,379265,0.03,112,44,3748,3507,F,45,481,Neisseriaceae,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,NA,NA,102761,4168014,0.03412773328402799,8.41407922334234e-4,0,0,Significant
PD54149a,379265,0.01,47,33,2148,2019,G,66,482,Neisseria,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,NA,297322,2217618,0.006790617579593841,9.104363330384223e-4,0,0,Significant
PD54149a,379265,0,7,7,558,521,S,148,267212,Neisseria bacilliformis,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria_bacilliformis,62851,62851,0.008289446468632162,0.008289446468632162,0,0,Significant
PD54149a,379265,0,6,6,369,339,S,148,483,Neisseria cinerea,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria_cinerea,30908,30908,0.010968034165911737,0.010968034165911737,0,0,Significant
PD54149a,379265,0,1,1,137,124,S,148,490,Neisseria sicca,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria_sicca,59230,87555,0.002093533682255614,0.0014162526411969619,0,0,Significant
PD54149a,379265,0.01,21,15,819,780,G,66,538,Eikenella,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Eikenella,NA,14793,161798,0.05272764145203813,0.004820825968182549,0,0,Significant
PD54149a,379265,0,6,6,605,579,S,148,539,Eikenella corrodens,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Eikenella,Eikenella_corrodens,102225,102225,0.00566397652237711,0.00566397652237711,0,0,Significant
PD54149a,379265,0.02,67,16,2379,2100,F,45,119060,Burkholderiaceae,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,NA,NA,356497,34066895,0.0058906526562635874,6.164342244868516e-5,0,0,Significant
PD54149a,379265,0.01,49,23,2014,1795,G,66,48736,Ralstonia,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,NA,623198,2085426,0.002880304493916861,8.607354084968731e-4,0,0,Significant
PD54149a,379265,0.01,21,21,1026,920,S,148,329,Ralstonia pickettii,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia_pickettii,137977,137977,0.006667777962993832,0.006667777962993832,0,0,Significant
PD54149a,379265,0,5,5,74,65,S,148,105219,Ralstonia mannitolilytica,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia_mannitolilytica,121688,121688,5.341529156531457e-4,5.341529156531457e-4,0,0,Significant
PD54149a,379265,0,2,1,55,49,G,66,106589,Cupriavidus,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,NA,878201,5259957,5.5795882719331905e-5,9.315665508292178e-6,0.10207477096246789,1,Non-significant
PD54149a,379265,0,1,1,9,9,S,148,2839983,Cupriavidus sp. EM10,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus_sp._EM10,148515,148515,6.05999394000606e-5,6.05999394000606e-5,1.4115474987637605e-13,2.0890902981703656e-11,Significant
PD54149a,379265,0,9,0,393,353,F,45,80864,Comamonadaceae,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA,288270,16542308,0.0012245464321642904,2.1339223039493643e-5,1.6010140279373173e-87,7.204563125717928e-86,Significant
PD54149a,379265,0,7,0,269,239,G,66,219181,Ottowia,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ottowia,NA,881,309258,0.27128263337116915,7.728175180593549e-4,0,0,Significant
PD54149a,379265,0,7,7,268,238,S,148,1658672,Ottowia sp. oral taxon 894,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ottowia,Ottowia_sp._oral_taxon_894,82675,82675,0.0028787420622921078,0.0028787420622921078,0,0,Significant
PD54149a,379265,0,2,2,25,24,G,66,283,Comamonas,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,NA,409649,2407622,5.858674133221367e-5,9.96834220654239e-6,0.1107880791731554,1,Non-significant
PD54149a,379265,0,2,0,22,10,F,45,206349,Hydrogenophilaceae,Bacteria,NA,Pseudomonadota,Hydrogenophilia,Hydrogenophilales,Hydrogenophilaceae,NA,NA,0,72247,Inf,1.3841405179453817e-4,1.1154946135354482e-36,5.019725760909517e-35,Significant
PD54149a,379265,0,2,0,22,10,G,66,70774,Hydrogenophilus,Bacteria,NA,Pseudomonadota,Hydrogenophilia,Hydrogenophilales,Hydrogenophilaceae,Hydrogenophilus,NA,0,72247,Inf,1.3841405179453817e-4,1.1154946135354482e-36,7.362264449333958e-35,Significant
PD54149a,379265,0,2,2,22,10,S,148,297,Hydrogenophilus thermoluteolus,Bacteria,NA,Pseudomonadota,Hydrogenophilia,Hydrogenophilales,Hydrogenophilaceae,Hydrogenophilus,Hydrogenophilus_thermoluteolus,72247,72247,1.3841405179453817e-4,1.3841405179453817e-4,1.1154946135354482e-36,1.6509320280324634e-34,Significant
PD54149a,379265,0,1,0,36,34,F,45,76892,Caulobacteraceae,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,NA,NA,22698,5475740,0.0014979293329808795,6.209206426893899e-6,0.9052376744179915,1,Non-significant
PD54149a,379265,0,1,1,26,24,G,66,41275,Brevundimonas,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,NA,282370,2436275,8.499486489357934e-5,9.851104657725421e-6,0.1222200961562978,1,Non-significant
PD54149a,379265,0.02,92,0,1643,1450,F,45,3029088,Dethiosulfovibrionaceae,Bacteria,NA,Synergistota,Synergistia,Synergistales,Dethiosulfovibrionaceae,NA,NA,30,138763,48.333333333333336,0.010449471400877756,0,0,Significant
PD54149a,379265,0.02,92,0,1643,1450,G,66,638847,Pyramidobacter,Bacteria,NA,Synergistota,Synergistia,Synergistales,Dethiosulfovibrionaceae,Pyramidobacter,NA,0,84287,Inf,0.017203127409920867,0,0,Significant
PD54149a,379265,0.02,92,92,1643,1450,S,148,638849,Pyramidobacter piscolens,Bacteria,NA,Synergistota,Synergistia,Synergistales,Dethiosulfovibrionaceae,Pyramidobacter,Pyramidobacter_piscolens,84287,84287,0.017203127409920867,0.017203127409920867,0,0,Significant
PD54149a,379265,0.01,19,0,1286,1198,F,45,3029087,Aminobacteriaceae,Bacteria,NA,Synergistota,Synergistia,Synergistales,Aminobacteriaceae,NA,NA,3,143370,399.3333333333333,0.00835600195298877,0,0,Significant
PD54149a,379265,0.01,19,0,1285,1197,G,66,1434006,Fretibacterium,Bacteria,NA,Synergistota,Synergistia,Synergistales,Aminobacteriaceae,Fretibacterium,NA,0,79383,Inf,0.015078795208042024,0,0,Significant
PD54149a,379265,0.01,19,19,1285,1197,S,148,651822,Fretibacterium fastidiosum,Bacteria,NA,Synergistota,Synergistia,Synergistales,Aminobacteriaceae,Fretibacterium,Fretibacterium_fastidiosum,79383,79383,0.015078795208042024,0.015078795208042024,0,0,Significant
PD54149a,379265,0.01,29,0,1719,1507,F,45,2093822,Candidatus Nanosynbacteraceae,Bacteria,NA,Candidatus_Saccharibacteria,Candidatus_Saccharimonadia,Candidatus_Nanosynbacterales,Candidatus_Nanosynbacteraceae,NA,NA,0,101721,Inf,0.014815033277297706,0,0,Significant
PD54149a,379265,0.01,29,2,1719,1507,G,66,2093823,Candidatus Nanosynbacter,Bacteria,NA,Candidatus_Saccharibacteria,Candidatus_Saccharimonadia,Candidatus_Nanosynbacterales,Candidatus_Nanosynbacteraceae,Candidatus_Nanosynbacter,NA,1210,101721,1.2454545454545454,0.014815033277297706,0,0,Significant
PD54149a,379265,0.01,25,25,1153,1033,S,148,2899133,Candidatus Nanosynbacter sp. HMT-352,Bacteria,NA,Candidatus_Saccharibacteria,Candidatus_Saccharimonadia,Candidatus_Nanosynbacterales,Candidatus_Nanosynbacteraceae,Candidatus_Nanosynbacter,Candidatus_Nanosynbacter_sp._HMT-352,56972,56972,0.01813171382433476,0.01813171382433476,0,0,Significant
PD54149a,379265,0,2,2,296,268,S,148,2093824,Candidatus Nanosynbacter lyticus,Bacteria,NA,Candidatus_Saccharibacteria,Candidatus_Saccharimonadia,Candidatus_Nanosynbacterales,Candidatus_Nanosynbacteraceae,Candidatus_Nanosynbacter,Candidatus_Nanosynbacter_lyticus,18797,18797,0.014257594296962281,0.014257594296962281,0,0,Significant
PD54149a,379265,0,2,0,51,51,F,45,742845,Malasseziaceae,Eukaryota,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,NA,NA,0,240128,Inf,2.1238672707889127e-4,1.444292724917919e-283,6.499317262130636e-282,Significant
PD54149a,379265,0,2,0,51,51,G,66,55193,Malassezia,Eukaryota,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,NA,0,240128,Inf,2.1238672707889127e-4,1.444292724917919e-283,9.532331984458266e-282,Significant
PD54149a,379265,0,2,2,51,51,S,148,76775,Malassezia restricta,Eukaryota,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia_restricta,240128,240128,2.1238672707889127e-4,2.1238672707889127e-4,1.444292724917919e-283,2.1375532328785203e-281,Significant
PD54149a,379265,0,12,0,255,231,F,45,2159,Methanobacteriaceae,Archaea,NA,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,NA,NA,753,1418377,0.30677290836653387,1.628622009522151e-4,0,0,Significant
PD54149a,379265,0,12,4,245,222,G,66,2172,Methanobrevibacter,Archaea,NA,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,NA,21341,502349,0.010402511597394686,4.419238417912646e-4,0,0,Significant
PD54149a,379265,0,8,8,174,151,S,148,2173,Methanobrevibacter smithii,Archaea,NA,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_smithii,50935,60649,0.002964562677922843,0.0024897360220283928,0,0,Significant
PD54149a,379265,0,1,1,8,8,G,66,1982251,Pahexavirus,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,NA,NA,Pahexavirus,NA,8035,20365,9.956440572495332e-4,3.9283083722072183e-4,8.76350449536464e-87,5.783912966940663e-85,Significant
PD54150a,1325761,1.96,25974,127,759553,68064,F,51,1570339,Peptoniphilaceae,Bacteria,NA,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,NA,NA,3728,856719,18.257510729613735,0.07944728668326488,0,0,Significant
PD54150a,1325761,1.02,13527,0,325820,36695,G,65,543311,Parvimonas,Bacteria,NA,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Parvimonas,NA,0,108164,Inf,0.3392533560149403,0,0,Significant
PD54150a,1325761,1.02,13527,13527,325820,36695,S,122,33033,Parvimonas micra,Bacteria,NA,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Parvimonas,Parvimonas_micra,108164,108164,0.3392533560149403,0.3392533560149403,0,0,Significant
PD54150a,1325761,0.92,12190,5241,424339,29921,G,65,162289,Peptoniphilus,Bacteria,NA,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,NA,6433,225163,4.651173635939686,0.13288595373129689,0,0,Significant
PD54150a,1325761,0.52,6922,6922,333478,23670,S,122,2948573,Peptoniphilus sp. SAHP1,Bacteria,NA,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,Peptoniphilus_sp._SAHP1,47092,47092,0.5026331436337382,0.5026331436337382,0,0,Significant
PD54150a,1325761,0,20,20,19856,1441,S,122,54005,Peptoniphilus harei,Bacteria,NA,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,Peptoniphilus_harei,66521,66521,0.021662332195847928,0.021662332195847928,0,0,Significant
PD54150a,1325761,0.01,119,0,4193,315,G,65,165779,Anaerococcus,Bacteria,NA,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,NA,27441,177210,0.011479173499508036,0.0017775520568816658,0,0,Significant
PD54150a,1325761,0.01,119,119,3378,224,S,122,1870984,Anaerococcus mediterraneensis,Bacteria,NA,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus_mediterraneensis,54967,54967,0.004075172376152965,0.004075172376152965,0,0,Significant
PD54150a,1325761,0,11,0,1250,112,G,65,150022,Finegoldia,Bacteria,NA,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Finegoldia,NA,0,154805,Inf,7.234908433190143e-4,0,0,Significant
PD54150a,1325761,0,11,11,1250,112,S,122,1260,Finegoldia magna,Bacteria,NA,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Finegoldia,Finegoldia_magna,121950,154805,9.18409184091841e-4,7.234908433190143e-4,0,0,Significant
PD54150a,1325761,0,4,0,1385,115,G,65,1582879,Ezakiella,Bacteria,NA,Bacillota,Tissierellia,NA,NA,Ezakiella,NA,322,101398,0.35714285714285715,0.0011341446576855559,0,0,Significant
PD54150a,1325761,0,4,4,1180,97,S,122,46507,Ezakiella coagulans,Bacteria,NA,Bacillota,Tissierellia,NA,NA,Ezakiella,Ezakiella_coagulans,52081,52081,0.0018624834392580788,0.0018624834392580788,0,0,Significant
PD54150a,1325761,0.14,1858,25,33478,25266,F,51,33958,Lactobacillaceae,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,NA,NA,152395,14352926,0.16579284097247285,0.0017603379269146933,0,0,Significant
PD54150a,1325761,0.14,1805,401,31973,24267,G,65,1578,Lactobacillus,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA,214458,2538385,0.11315502336121758,0.009560015521680123,0,0,Significant
PD54150a,1325761,0.11,1402,1402,27739,21238,S,122,227945,Lactobacillus ultunensis,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_ultunensis,61360,61360,0.3461212516297262,0.3461212516297262,0,0,Significant
PD54150a,1325761,0,2,2,126,67,S,122,1596,Lactobacillus gasseri,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_gasseri,82900,84662,8.082026537997587e-4,7.913822021686235e-4,0,0,Significant
PD54150a,1325761,0,26,1,664,610,G,65,2742598,Limosilactobacillus,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,NA,22386,1186533,0.027249173590637006,5.141028525965987e-4,0,0,Significant
PD54150a,1325761,0,25,25,595,568,S,122,1598,Limosilactobacillus reuteri,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus_reuteri,355443,372559,0.0015980058687328207,0.001524590735963968,0,0,Significant
PD54150a,1325761,0,2,0,121,81,G,65,1253,Pediococcus,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,NA,5878,577190,0.013780197346036067,1.4033507164018782e-4,1.9994998501160502e-61,1.2996749025754325e-59,Significant
PD54150a,1325761,0,2,2,101,75,S,122,1254,Pediococcus acidilactici,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus_acidilactici,236404,236404,3.1725351516894806e-4,3.1725351516894806e-4,1.4741204321771188e-161,1.798426927256085e-159,Significant
PD54150a,1325761,0.03,452,6,27225,9199,F,51,1300,Streptococcaceae,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,NA,NA,10738,8632391,0.8566772210840008,0.0010656375504770348,0,0,Significant
PD54150a,1325761,0.03,446,315,27027,9104,G,65,1301,Streptococcus,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA,1420046,7157238,0.006411059923410932,0.0012719990588548264,0,0,Significant
PD54150a,1325761,0,39,39,2869,42,S,122,1340,Streptococcus porcinus,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_porcinus,100028,100028,4.1988243291878275e-4,4.1988243291878275e-4,8.375112358886669e-126,1.0217637077841735e-123,Significant
PD54150a,1325761,0,37,0,3142,224,S,122,1336,Streptococcus equi,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_equi,55345,198969,0.004047339416388111,0.0011258035171308094,0,0,Significant
PD54150a,1325761,0,3,3,202,192,S,122,2610896,Streptococcus sp. LPB0220,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_sp._LPB0220,26713,26713,0.0071875116984239885,0.0071875116984239885,0,0,Significant
PD54150a,1325761,0,11,9,547,466,S,122,1318,Streptococcus parasanguinis,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_parasanguinis,15365,53718,0.03032866905304263,0.008674932052570833,0,0,Significant
PD54150a,1325761,0,10,8,864,666,S,122,1303,Streptococcus oralis,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_oralis,251805,314078,0.0026449037946029664,0.002120492361770006,0,0,Significant
PD54150a,1325761,0,7,5,450,264,S,122,1304,Streptococcus salivarius,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_salivarius,170711,193712,0.0015464732794020304,0.0013628479392087222,0,0,Significant
PD54150a,1325761,0,6,6,239,214,S,122,1302,Streptococcus gordonii,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_gordonii,185881,185914,0.001151274202312232,0.0011510698495003067,0,0,Significant
PD54150a,1325761,0,3,2,603,252,S,122,28037,Streptococcus mitis,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_mitis,134593,153381,0.001872311338628309,0.0016429675122733585,0,0,Significant
PD54150a,1325761,0,2,2,397,38,S,122,1308,Streptococcus thermophilus,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus,141512,151734,2.685284640171858e-4,2.5043826696719256e-4,8.356523528558978e-63,1.0194958704841953e-60,Significant
PD54150a,1325761,0,2,2,1765,156,S,122,1328,Streptococcus anginosus,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_anginosus,66206,71728,0.0023562819079841705,0.002174882890921258,0,0,Significant
PD54150a,1325761,0,1,1,29,18,S,122,82348,Streptococcus pluranimalium,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_pluranimalium,100433,100433,1.7922396025210838e-4,1.7922396025210838e-4,1.1760514298932261e-20,1.4347827444697359e-18,Significant
PD54150a,1325761,0,1,1,30,21,S,122,68892,Streptococcus infantis,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_infantis,31321,31321,6.70476676989879e-4,6.70476676989879e-4,4.572031239022986e-106,5.5778781116080426e-104,Significant
PD54150a,1325761,0,6,0,227,155,F,51,186827,Aerococcaceae,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,NA,NA,81,666219,1.9135802469135803,2.3265622865754353e-4,1.7706385926412547e-227,9.030256822470399e-226,Significant
PD54150a,1325761,0,6,6,176,136,G,65,1375,Aerococcus,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,NA,29545,463999,0.004603147740734473,2.931040799656896e-4,6.044201991194039e-265,3.928731294276125e-263,Significant
PD54150a,1325761,0,3,0,487,125,F,51,186828,Carnobacteriaceae,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,NA,NA,738,1426588,0.16937669376693767,8.76216539042807e-5,6.107108332161557e-44,3.1146252494023945e-42,Significant
PD54150a,1325761,0,2,1,310,87,G,65,117563,Granulicatella,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,NA,389,139271,0.2236503856041131,6.246813765967071e-4,0,0,Significant
PD54150a,1325761,0,1,1,38,26,S,122,46124,Granulicatella adiacens,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,Granulicatella_adiacens,89283,89310,2.912088527491236e-4,2.911208151382824e-4,4.8598996039411344e-52,5.929077516808184e-50,Significant
PD54150a,1325761,0,1,0,52,16,G,65,29393,Dolosigranulum,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Dolosigranulum,NA,0,199413,Inf,8.023549116657389e-5,2.728403802156318e-6,1.7734624714016065e-4,Significant
PD54150a,1325761,0,1,1,52,16,S,122,29394,Dolosigranulum pigrum,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Dolosigranulum,Dolosigranulum_pigrum,199413,199413,8.023549116657389e-5,8.023549116657389e-5,2.728403802156318e-6,3.328652638630708e-4,Significant
PD54150a,1325761,0,1,0,1104,173,F,51,81852,Enterococcaceae,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,NA,NA,7642,4602835,0.022638052865741953,3.7585531525679285e-5,9.019168856843168e-6,4.599776116990016e-4,Significant
PD54150a,1325761,0,1,0,977,134,G,65,1350,Enterococcus,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,NA,650946,3386884,2.0585424904677192e-4,3.956439015921419e-5,6.021086531137473e-6,3.9137062452393576e-4,Significant
PD54150a,1325761,0,1,1,566,34,S,122,33945,Enterococcus avium,Bacteria,NA,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus_avium,266114,266114,1.2776479253252365e-4,1.2776479253252365e-4,1.1873995306333107e-23,1.448627427372639e-21,Significant
PD54150a,1325761,0.12,1579,292,54681,23148,G,65,1378,Gemella,Bacteria,NA,Bacillota,Bacilli,Bacillales,NA,Gemella,NA,5004,303032,4.625899280575539,0.07638797222735552,0,0,Significant
